Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
2153,Li-Ion,0.0,0.0,0.0
2153,CAES,0.0,0.0,0.0
2153,PHS,56546.468,43453.532,69909.502
2153,H2,0.0,0.0,0.0
2154,Li-Ion,0.0,0.0,0.0
2154,CAES,0.0,0.0,0.0
2154,PHS,55801.584,44198.416,69274.455
2154,H2,0.0,0.0,0.0
2155,Li-Ion,0.0,0.0,0.0
2155,CAES,0.0,0.0,0.0
2155,PHS,55118.053,44881.947,67261.999
2155,H2,0.0,0.0,0.0
2156,Li-Ion,0.0,0.0,0.0
2156,CAES,0.0,0.0,0.0
2156,PHS,54272.171,45727.829,63544.976
2156,H2,0.0,0.0,0.0
2157,Li-Ion,0.0,0.0,0.0
2157,CAES,0.0,0.0,0.0
2157,PHS,54105.982,45894.018,59493.059
2157,H2,0.0,0.0,0.0
2158,Li-Ion,0.0,0.0,0.0
2158,CAES,0.0,0.0,0.0
2158,PHS,54732.298,45267.702,56703.255
2158,H2,0.0,0.0,0.0
2159,Li-Ion,0.0,0.0,0.0
2159,CAES,0.0,0.0,0.0
2159,PHS,55560.091,44439.909,55581.566
2159,H2,0.0,0.0,0.0
2160,Li-Ion,0.0,0.0,0.0
2160,CAES,0.0,0.0,0.0
2160,PHS,56446.35,43553.65,56245.81
2160,H2,0.0,0.0,0.0
2161,Li-Ion,0.0,0.0,0.0
2161,CAES,0.0,0.0,0.0
2161,PHS,57063.599,42936.401,58153.894
2161,H2,0.0,0.0,0.0
2162,Li-Ion,0.0,0.0,0.0
2162,CAES,0.0,0.0,0.0
2162,PHS,57386.476,42613.524,60712.618
2162,H2,0.0,0.0,0.0
2163,Li-Ion,0.0,0.0,0.0
2163,CAES,0.0,0.0,0.0
2163,PHS,57548.068,42451.932,63596.974
2163,H2,0.0,0.0,0.0
2164,Li-Ion,0.0,0.0,0.0
2164,CAES,0.0,0.0,0.0
2164,PHS,57465.567,42534.433,66315.077
2164,H2,0.0,0.0,0.0
2165,Li-Ion,0.0,0.0,0.0
2165,CAES,0.0,0.0,0.0
2165,PHS,57149.153,42850.847,68395.563
2165,H2,0.0,0.0,0.0
2166,Li-Ion,0.0,0.0,0.0
2166,CAES,0.0,0.0,0.0
2166,PHS,56374.448,43625.552,68914.914
2166,H2,0.0,0.0,0.0
2167,Li-Ion,0.0,0.0,0.0
2167,CAES,0.0,0.0,0.0
2167,PHS,55003.756,44996.244,66672.135
2167,H2,0.0,0.0,0.0
2168,Li-Ion,0.0,0.0,0.0
2168,CAES,0.0,0.0,0.0
2168,PHS,54246.334,45753.666,62903.046
2168,H2,0.0,0.0,0.0
2169,Li-Ion,0.0,0.0,0.0
2169,CAES,0.0,0.0,0.0
2169,PHS,53985.067,46014.933,58607.47
2169,H2,0.0,0.0,0.0
2170,Li-Ion,0.0,0.0,0.0
2170,CAES,0.0,0.0,0.0
2170,PHS,54175.56,45824.44,54695.763
2170,H2,0.0,0.0,0.0
2171,Li-Ion,0.0,0.0,0.0
2171,CAES,0.0,0.0,0.0
2171,PHS,54209.052,45790.948,50851.547
2171,H2,0.0,0.0,0.0
2172,Li-Ion,0.0,0.0,0.0
2172,CAES,0.0,0.0,0.0
2172,PHS,54269.287,45730.713,47128.713
2172,H2,0.0,0.0,0.0
2173,Li-Ion,0.0,0.0,0.0
2173,CAES,0.0,0.0,0.0
2173,PHS,54144.441,45855.559,43154.298
2173,H2,0.0,0.0,0.0
2174,Li-Ion,0.0,0.0,0.0
2174,CAES,0.0,0.0,0.0
2174,PHS,53998.955,46001.045,38886.708
2174,H2,0.0,0.0,0.0
2175,Li-Ion,0.0,0.0,0.0
2175,CAES,0.0,0.0,0.0
2175,PHS,53809.394,46190.606,34237.127
2175,H2,0.0,0.0,0.0
2176,Li-Ion,0.0,0.0,0.0
2176,CAES,0.0,0.0,0.0
2176,PHS,53503.548,46496.452,28971.225
2176,H2,0.0,0.0,0.0
2177,Li-Ion,0.0,0.0,0.0
2177,CAES,0.0,0.0,0.0
2177,PHS,53335.664,46664.336,23367.014
2177,H2,0.0,0.0,0.0
2178,Li-Ion,0.0,0.0,0.0
2178,CAES,0.0,0.0,0.0
2178,PHS,52979.383,47020.617,17044.848
2178,H2,0.0,0.0,0.0
2179,Li-Ion,0.0,0.0,0.0
2179,CAES,0.0,0.0,0.0
2179,PHS,52952.93,47047.07,10669.375
2179,H2,0.0,0.0,0.0
2180,Li-Ion,0.0,0.0,0.0
2180,CAES,0.0,0.0,0.0
2180,PHS,36457.109,31600.298,7174.167
2180,H2,0.0,0.0,0.0
2181,Li-Ion,0.0,0.0,0.0
2181,CAES,0.0,0.0,0.0
2181,PHS,52556.582,47443.418,0.0
2181,H2,0.0,0.0,0.0
2182,Li-Ion,0.0,0.0,0.0
2182,CAES,0.0,0.0,0.0
2182,PHS,15068.869,8576.0463,3627.4814
2182,H2,0.0,0.0,0.0
2183,Li-Ion,0.0,0.0,0.0
2183,CAES,0.0,0.0,0.0
2183,PHS,54316.605,45683.395,0.0
2183,H2,0.0,0.0,0.0
2184,Li-Ion,0.0,0.0,0.0
2184,CAES,0.0,0.0,0.0
2184,PHS,47464.533,36879.708,268.63612
2184,H2,0.0,0.0,0.0
2185,Li-Ion,0.0,0.0,0.0
2185,CAES,0.0,0.0,0.0
2185,PHS,55983.414,44016.586,0.0
2185,H2,0.0,0.0,0.0
2186,Li-Ion,0.0,0.0,0.0
2186,CAES,0.0,0.0,0.0
2186,PHS,56560.387,43439.613,894.04376
2186,H2,0.0,0.0,0.0
2187,Li-Ion,0.0,0.0,0.0
2187,CAES,0.0,0.0,0.0
2187,PHS,56871.358,43128.642,2414.7364
2187,H2,0.0,0.0,0.0
2188,Li-Ion,0.0,0.0,0.0
2188,CAES,0.0,0.0,0.0
2188,PHS,56945.7,43054.3,4085.239
2188,H2,0.0,0.0,0.0
2189,Li-Ion,0.0,0.0,0.0
2189,CAES,0.0,0.0,0.0
2189,PHS,56667.405,43332.595,5194.9376
2189,H2,0.0,0.0,0.0
2190,Li-Ion,0.0,0.0,0.0
2190,CAES,0.0,0.0,0.0
2190,PHS,55924.784,44075.216,4808.1557
2190,H2,0.0,0.0,0.0
2191,Li-Ion,0.0,0.0,0.0
2191,CAES,0.0,0.0,0.0
2191,PHS,54712.903,45287.097,1979.2677
2191,H2,0.0,0.0,0.0
2192,Li-Ion,0.0,0.0,0.0
2192,CAES,0.0,0.0,0.0
2192,PHS,45161.559,37066.621,0.0
2192,H2,0.0,0.0,0.0
2193,Li-Ion,0.0,0.0,0.0
2193,CAES,0.0,0.0,0.0
2193,PHS,36111.594,28239.266,0.0
2193,H2,0.0,0.0,0.0
2194,Li-Ion,0.0,0.0,0.0
2194,CAES,0.0,0.0,0.0
2194,PHS,7873.8334,0.0,6962.891
2194,H2,0.0,0.0,0.0
2195,Li-Ion,0.0,0.0,0.0
2195,CAES,0.0,0.0,0.0
2195,PHS,54185.153,45814.847,3070.5147
2195,H2,0.0,0.0,0.0
2196,Li-Ion,0.0,0.0,0.0
2196,CAES,0.0,0.0,0.0
2196,PHS,52268.625,43589.344,0.0
2196,H2,0.0,0.0,0.0
2197,Li-Ion,0.0,0.0,0.0
2197,CAES,0.0,0.0,0.0
2197,PHS,17158.996,8122.7462,5988.401
2197,H2,0.0,0.0,0.0
2198,Li-Ion,0.0,0.0,0.0
2198,CAES,0.0,0.0,0.0
2198,PHS,54637.17,45362.83,3006.9021
2198,H2,0.0,0.0,0.0
2199,Li-Ion,0.0,0.0,0.0
2199,CAES,0.0,0.0,0.0
2199,PHS,54624.564,45375.436,0.0
2199,H2,0.0,0.0,0.0
2200,Li-Ion,0.0,0.0,0.0
2200,CAES,0.0,0.0,0.0
2200,PHS,42309.153,33085.758,0.0
2200,H2,0.0,0.0,0.0
2201,Li-Ion,0.0,0.0,0.0
2201,CAES,0.0,0.0,0.0
2201,PHS,39157.88,30621.462,0.0
2201,H2,0.0,0.0,0.0
2202,Li-Ion,0.0,0.0,0.0
2202,CAES,0.0,0.0,0.0
2202,PHS,36402.925,28467.088,0.0
2202,H2,0.0,0.0,0.0
2203,Li-Ion,0.0,0.0,0.0
2203,CAES,0.0,0.0,0.0
2203,PHS,33140.992,25916.256,0.0
2203,H2,0.0,0.0,0.0
2204,Li-Ion,0.0,0.0,0.0
2204,CAES,0.0,0.0,0.0
2204,PHS,26416.856,20657.982,0.0
2204,H2,0.0,0.0,0.0
2205,Li-Ion,0.0,0.0,0.0
2205,CAES,0.0,0.0,0.0
2205,PHS,25423.668,19881.309,0.0
2205,H2,0.0,0.0,0.0
2206,Li-Ion,0.0,0.0,0.0
2206,CAES,0.0,0.0,0.0
2206,PHS,31174.805,24378.698,0.0
2206,H2,0.0,0.0,0.0
2207,Li-Ion,0.0,0.0,0.0
2207,CAES,0.0,0.0,0.0
2207,PHS,40828.645,31928.001,0.0
2207,H2,0.0,0.0,0.0
2208,Li-Ion,0.0,0.0,0.0
2208,CAES,0.0,0.0,0.0
2208,PHS,48865.633,38212.925,0.0
2208,H2,0.0,0.0,0.0
2209,Li-Ion,0.0,0.0,0.0
2209,CAES,0.0,0.0,0.0
2209,PHS,55822.398,43653.115,0.0
2209,H2,0.0,0.0,0.0
2210,Li-Ion,0.0,0.0,0.0
2210,CAES,0.0,0.0,0.0
2210,PHS,56727.943,43272.057,1231.6919
2210,H2,0.0,0.0,0.0
2211,Li-Ion,0.0,0.0,0.0
2211,CAES,0.0,0.0,0.0
2211,PHS,56943.883,43056.117,2898.5314
2211,H2,0.0,0.0,0.0
2212,Li-Ion,0.0,0.0,0.0
2212,CAES,0.0,0.0,0.0
2212,PHS,57076.084,42923.916,4831.7755
2212,H2,0.0,0.0,0.0
2213,Li-Ion,0.0,0.0,0.0
2213,CAES,0.0,0.0,0.0
2213,PHS,56757.549,43242.451,6123.1266
2213,H2,0.0,0.0,0.0
2214,Li-Ion,0.0,0.0,0.0
2214,CAES,0.0,0.0,0.0
2214,PHS,56007.459,43992.541,5902.9457
2214,H2,0.0,0.0,0.0
2215,Li-Ion,0.0,0.0,0.0
2215,CAES,0.0,0.0,0.0
2215,PHS,51244.377,41731.357,4027.745
2215,H2,0.0,0.0,0.0
2216,Li-Ion,0.0,0.0,0.0
2216,CAES,0.0,0.0,0.0
2216,PHS,54117.977,45882.023,0.0
2216,H2,0.0,0.0,0.0
2217,Li-Ion,0.0,0.0,0.0
2217,CAES,0.0,0.0,0.0
2217,PHS,36553.089,28584.516,0.0
2217,H2,0.0,0.0,0.0
2218,Li-Ion,0.0,0.0,0.0
2218,CAES,0.0,0.0,0.0
2218,PHS,34858.682,27259.489,0.0
2218,H2,0.0,0.0,0.0
2219,Li-Ion,0.0,0.0,0.0
2219,CAES,0.0,0.0,0.0
2219,PHS,37527.468,29346.48,0.0
2219,H2,0.0,0.0,0.0
2220,Li-Ion,0.0,0.0,0.0
2220,CAES,0.0,0.0,0.0
2220,PHS,11236.794,2666.35,6921.5989
2220,H2,0.0,0.0,0.0
2221,Li-Ion,0.0,0.0,0.0
2221,CAES,0.0,0.0,0.0
2221,PHS,54390.519,45609.481,3443.0641
2221,H2,0.0,0.0,0.0
2222,Li-Ion,0.0,0.0,0.0
2222,CAES,0.0,0.0,0.0
2222,PHS,54408.121,45591.879,0.0
2222,H2,0.0,0.0,0.0
2223,Li-Ion,0.0,0.0,0.0
2223,CAES,0.0,0.0,0.0
2223,PHS,28559.813,19540.237,3159.0104
2223,H2,0.0,0.0,0.0
2224,Li-Ion,0.0,0.0,0.0
2224,CAES,0.0,0.0,0.0
2224,PHS,54549.081,45450.919,0.0
2224,H2,0.0,0.0,0.0
2225,Li-Ion,0.0,0.0,0.0
2225,CAES,0.0,0.0,0.0
2225,PHS,40762.981,31876.651,0.0
2225,H2,0.0,0.0,0.0
2226,Li-Ion,0.0,0.0,0.0
2226,CAES,0.0,0.0,0.0
2226,PHS,37710.307,29489.46,0.0
2226,H2,0.0,0.0,0.0
2227,Li-Ion,0.0,0.0,0.0
2227,CAES,0.0,0.0,0.0
2227,PHS,7512.1661,0.0,6643.0659
2227,H2,0.0,0.0,0.0
2228,Li-Ion,0.0,0.0,0.0
2228,CAES,0.0,0.0,0.0
2228,PHS,52915.66,47084.34,192.48931
2228,H2,0.0,0.0,0.0
2229,Li-Ion,0.0,0.0,0.0
2229,CAES,0.0,0.0,0.0
2229,PHS,26311.978,20746.187,0.0
2229,H2,0.0,0.0,0.0
2230,Li-Ion,0.0,0.0,0.0
2230,CAES,0.0,0.0,0.0
2230,PHS,30932.8,24189.45,0.0
2230,H2,0.0,0.0,0.0
2231,Li-Ion,0.0,0.0,0.0
2231,CAES,0.0,0.0,0.0
2231,PHS,40428.867,31615.374,0.0
2231,H2,0.0,0.0,0.0
2232,Li-Ion,0.0,0.0,0.0
2232,CAES,0.0,0.0,0.0
2232,PHS,49791.787,38937.178,0.0
2232,H2,0.0,0.0,0.0
2233,Li-Ion,0.0,0.0,0.0
2233,CAES,0.0,0.0,0.0
2233,PHS,56090.244,43862.571,0.0
2233,H2,0.0,0.0,0.0
2234,Li-Ion,0.0,0.0,0.0
2234,CAES,0.0,0.0,0.0
2234,PHS,56530.24,43469.76,833.29283
2234,H2,0.0,0.0,0.0
2235,Li-Ion,0.0,0.0,0.0
2235,CAES,0.0,0.0,0.0
2235,PHS,56784.767,43215.233,2179.4921
2235,H2,0.0,0.0,0.0
2236,Li-Ion,0.0,0.0,0.0
2236,CAES,0.0,0.0,0.0
2236,PHS,56973.462,43026.538,3905.939
2236,H2,0.0,0.0,0.0
2237,Li-Ion,0.0,0.0,0.0
2237,CAES,0.0,0.0,0.0
2237,PHS,56734.64,43265.36,5151.1258
2237,H2,0.0,0.0,0.0
2238,Li-Ion,0.0,0.0,0.0
2238,CAES,0.0,0.0,0.0
2238,PHS,55952.512,44047.488,4820.2179
2238,H2,0.0,0.0,0.0
2239,Li-Ion,0.0,0.0,0.0
2239,CAES,0.0,0.0,0.0
2239,PHS,54634.775,45365.225,1833.8923
2239,H2,0.0,0.0,0.0
2240,Li-Ion,0.0,0.0,0.0
2240,CAES,0.0,0.0,0.0
2240,PHS,43310.537,35490.565,0.0
2240,H2,0.0,0.0,0.0
2241,Li-Ion,0.0,0.0,0.0
2241,CAES,0.0,0.0,0.0
2241,PHS,10743.503,3800.9681,5202.3196
2241,H2,0.0,0.0,0.0
2242,Li-Ion,0.0,0.0,0.0
2242,CAES,0.0,0.0,0.0
2242,PHS,53535.1,46464.9,0.0
2242,H2,0.0,0.0,0.0
2243,Li-Ion,0.0,0.0,0.0
2243,CAES,0.0,0.0,0.0
2243,PHS,34199.458,26743.976,0.0
2243,H2,0.0,0.0,0.0
2244,Li-Ion,0.0,0.0,0.0
2244,CAES,0.0,0.0,0.0
2244,PHS,36645.747,28656.974,0.0
2244,H2,0.0,0.0,0.0
2245,Li-Ion,0.0,0.0,0.0
2245,CAES,0.0,0.0,0.0
2245,PHS,40873.015,31962.698,0.0
2245,H2,0.0,0.0,0.0
2246,Li-Ion,0.0,0.0,0.0
2246,CAES,0.0,0.0,0.0
2246,PHS,20335.47,11095.481,5435.729
2246,H2,0.0,0.0,0.0
2247,Li-Ion,0.0,0.0,0.0
2247,CAES,0.0,0.0,0.0
2247,PHS,54823.203,45176.797,2829.1107
2247,H2,0.0,0.0,0.0
2248,Li-Ion,0.0,0.0,0.0
2248,CAES,0.0,0.0,0.0
2248,PHS,54712.792,45287.208,0.0
2248,H2,0.0,0.0,0.0
2249,Li-Ion,0.0,0.0,0.0
2249,CAES,0.0,0.0,0.0
2249,PHS,23376.982,14695.423,4054.4455
2249,H2,0.0,0.0,0.0
2250,Li-Ion,0.0,0.0,0.0
2250,CAES,0.0,0.0,0.0
2250,PHS,54104.727,45895.273,0.0
2250,H2,0.0,0.0,0.0
2251,Li-Ion,0.0,0.0,0.0
2251,CAES,0.0,0.0,0.0
2251,PHS,34246.572,26780.819,0.0
2251,H2,0.0,0.0,0.0
2252,Li-Ion,0.0,0.0,0.0
2252,CAES,0.0,0.0,0.0
2252,PHS,6058.2486,0.0,5357.3555
2252,H2,0.0,0.0,0.0
2253,Li-Ion,0.0,0.0,0.0
2253,CAES,0.0,0.0,0.0
2253,PHS,49362.073,43338.692,0.0
2253,H2,0.0,0.0,0.0
2254,Li-Ion,0.0,0.0,0.0
2254,CAES,0.0,0.0,0.0
2254,PHS,33131.407,25908.76,0.0
2254,H2,0.0,0.0,0.0
2255,Li-Ion,0.0,0.0,0.0
2255,CAES,0.0,0.0,0.0
2255,PHS,42382.585,33143.181,0.0
2255,H2,0.0,0.0,0.0
2256,Li-Ion,0.0,0.0,0.0
2256,CAES,0.0,0.0,0.0
2256,PHS,51953.213,40627.413,0.0
2256,H2,0.0,0.0,0.0
2257,Li-Ion,0.0,0.0,0.0
2257,CAES,0.0,0.0,0.0
2257,PHS,56292.435,43707.565,354.0835
2257,H2,0.0,0.0,0.0
2258,Li-Ion,0.0,0.0,0.0
2258,CAES,0.0,0.0,0.0
2258,PHS,56868.665,43131.335,1869.3495
2258,H2,0.0,0.0,0.0
2259,Li-Ion,0.0,0.0,0.0
2259,CAES,0.0,0.0,0.0
2259,PHS,57065.12,42934.88,3780.4997
2259,H2,0.0,0.0,0.0
2260,Li-Ion,0.0,0.0,0.0
2260,CAES,0.0,0.0,0.0
2260,PHS,57098.332,42901.668,5758.5754
2260,H2,0.0,0.0,0.0
2261,Li-Ion,0.0,0.0,0.0
2261,CAES,0.0,0.0,0.0
2261,PHS,56832.931,43167.069,7201.8317
2261,H2,0.0,0.0,0.0
2262,Li-Ion,0.0,0.0,0.0
2262,CAES,0.0,0.0,0.0
2262,PHS,56055.923,43944.077,7079.3125
2262,H2,0.0,0.0,0.0
2263,Li-Ion,0.0,0.0,0.0
2263,CAES,0.0,0.0,0.0
2263,PHS,54779.135,45220.865,4383.8921
2263,H2,0.0,0.0,0.0
2264,Li-Ion,0.0,0.0,0.0
2264,CAES,0.0,0.0,0.0
2264,PHS,54090.901,45909.099,301.58544
2264,H2,0.0,0.0,0.0
2265,Li-Ion,0.0,0.0,0.0
2265,CAES,0.0,0.0,0.0
2265,PHS,16693.676,8896.2787,5003.7683
2265,H2,0.0,0.0,0.0
2266,Li-Ion,0.0,0.0,0.0
2266,CAES,0.0,0.0,0.0
2266,PHS,53633.63,46366.37,0.0
2266,H2,0.0,0.0,0.0
2267,Li-Ion,0.0,0.0,0.0
2267,CAES,0.0,0.0,0.0
2267,PHS,31398.058,24553.282,0.0
2267,H2,0.0,0.0,0.0
2268,Li-Ion,0.0,0.0,0.0
2268,CAES,0.0,0.0,0.0
2268,PHS,31393.356,24549.604,0.0
2268,H2,0.0,0.0,0.0
2269,Li-Ion,0.0,0.0,0.0
2269,CAES,0.0,0.0,0.0
2269,PHS,33971.43,26565.659,0.0
2269,H2,0.0,0.0,0.0
2270,Li-Ion,0.0,0.0,0.0
2270,CAES,0.0,0.0,0.0
2270,PHS,35707.534,27923.292,0.0
2270,H2,0.0,0.0,0.0
2271,Li-Ion,0.0,0.0,0.0
2271,CAES,0.0,0.0,0.0
2271,PHS,27642.458,18980.437,2980.8236
2271,H2,0.0,0.0,0.0
2272,Li-Ion,0.0,0.0,0.0
2272,CAES,0.0,0.0,0.0
2272,PHS,54637.506,45362.494,0.0
2272,H2,0.0,0.0,0.0
2273,Li-Ion,0.0,0.0,0.0
2273,CAES,0.0,0.0,0.0
2273,PHS,43075.291,33684.877,0.0
2273,H2,0.0,0.0,0.0
2274,Li-Ion,0.0,0.0,0.0
2274,CAES,0.0,0.0,0.0
2274,PHS,41886.653,32755.363,0.0
2274,H2,0.0,0.0,0.0
2275,Li-Ion,0.0,0.0,0.0
2275,CAES,0.0,0.0,0.0
2275,PHS,39030.865,30522.136,0.0
2275,H2,0.0,0.0,0.0
2276,Li-Ion,0.0,0.0,0.0
2276,CAES,0.0,0.0,0.0
2276,PHS,31645.549,24746.819,0.0
2276,H2,0.0,0.0,0.0
2277,Li-Ion,0.0,0.0,0.0
2277,CAES,0.0,0.0,0.0
2277,PHS,13233.199,6419.8601,4442.4604
2277,H2,0.0,0.0,0.0
2278,Li-Ion,0.0,0.0,0.0
2278,CAES,0.0,0.0,0.0
2278,PHS,53912.176,46087.824,0.0
2278,H2,0.0,0.0,0.0
2279,Li-Ion,0.0,0.0,0.0
2279,CAES,0.0,0.0,0.0
2279,PHS,42984.896,33614.189,0.0
2279,H2,0.0,0.0,0.0
2280,Li-Ion,0.0,0.0,0.0
2280,CAES,0.0,0.0,0.0
2280,PHS,52065.549,40715.259,0.0
2280,H2,0.0,0.0,0.0
2281,Li-Ion,0.0,0.0,0.0
2281,CAES,0.0,0.0,0.0
2281,PHS,56287.337,43712.663,343.8118
2281,H2,0.0,0.0,0.0
2282,Li-Ion,0.0,0.0,0.0
2282,CAES,0.0,0.0,0.0
2282,PHS,56782.617,43217.383,1685.6785
2282,H2,0.0,0.0,0.0
2283,Li-Ion,0.0,0.0,0.0
2283,CAES,0.0,0.0,0.0
2283,PHS,57210.764,42789.236,3890.3209
2283,H2,0.0,0.0,0.0
2284,Li-Ion,0.0,0.0,0.0
2284,CAES,0.0,0.0,0.0
2284,PHS,57366.615,42633.385,6409.0241
2284,H2,0.0,0.0,0.0
2285,Li-Ion,0.0,0.0,0.0
2285,CAES,0.0,0.0,0.0
2285,PHS,57319.21,42680.79,8832.1987
2285,H2,0.0,0.0,0.0
2286,Li-Ion,0.0,0.0,0.0
2286,CAES,0.0,0.0,0.0
2286,PHS,57058.098,42941.902,10729.197
2286,H2,0.0,0.0,0.0
2287,Li-Ion,0.0,0.0,0.0
2287,CAES,0.0,0.0,0.0
2287,PHS,56499.084,43500.916,11499.706
2287,H2,0.0,0.0,0.0
2288,Li-Ion,0.0,0.0,0.0
2288,CAES,0.0,0.0,0.0
2288,PHS,56267.625,43732.375,11803.795
2288,H2,0.0,0.0,0.0
2289,Li-Ion,0.0,0.0,0.0
2289,CAES,0.0,0.0,0.0
2289,PHS,55989.972,44010.028,11548.375
2289,H2,0.0,0.0,0.0
2290,Li-Ion,0.0,0.0,0.0
2290,CAES,0.0,0.0,0.0
2290,PHS,55795.188,44204.812,10900.44
2290,H2,0.0,0.0,0.0
2291,Li-Ion,0.0,0.0,0.0
2291,CAES,0.0,0.0,0.0
2291,PHS,56204.205,43795.795,11076.729
2291,H2,0.0,0.0,0.0
2292,Li-Ion,0.0,0.0,0.0
2292,CAES,0.0,0.0,0.0
2292,PHS,56640.533,43359.467,12132.277
2292,H2,0.0,0.0,0.0
2293,Li-Ion,0.0,0.0,0.0
2293,CAES,0.0,0.0,0.0
2293,PHS,56972.285,43027.715,13856.351
2293,H2,0.0,0.0,0.0
2294,Li-Ion,0.0,0.0,0.0
2294,CAES,0.0,0.0,0.0
2294,PHS,57185.352,42814.648,16009.783
2294,H2,0.0,0.0,0.0
2295,Li-Ion,0.0,0.0,0.0
2295,CAES,0.0,0.0,0.0
2295,PHS,57201.805,42798.195,18196.371
2295,H2,0.0,0.0,0.0
2296,Li-Ion,0.0,0.0,0.0
2296,CAES,0.0,0.0,0.0
2296,PHS,57029.37,42970.63,20035.48
2296,H2,0.0,0.0,0.0
2297,Li-Ion,0.0,0.0,0.0
2297,CAES,0.0,0.0,0.0
2297,PHS,56550.366,43449.634,20909.329
2297,H2,0.0,0.0,0.0
2298,Li-Ion,0.0,0.0,0.0
2298,CAES,0.0,0.0,0.0
2298,PHS,56055.125,43944.875,20785.201
2298,H2,0.0,0.0,0.0
2299,Li-Ion,0.0,0.0,0.0
2299,CAES,0.0,0.0,0.0
2299,PHS,55438.852,44561.148,19419.199
2299,H2,0.0,0.0,0.0
2300,Li-Ion,0.0,0.0,0.0
2300,CAES,0.0,0.0,0.0
2300,PHS,54615.644,45384.356,16394.322
2300,H2,0.0,0.0,0.0
2301,Li-Ion,0.0,0.0,0.0
2301,CAES,0.0,0.0,0.0
2301,PHS,54345.187,45654.813,12824.436
2301,H2,0.0,0.0,0.0
2302,Li-Ion,0.0,0.0,0.0
2302,CAES,0.0,0.0,0.0
2302,PHS,54700.434,45299.566,9970.4219
2302,H2,0.0,0.0,0.0
2303,Li-Ion,0.0,0.0,0.0
2303,CAES,0.0,0.0,0.0
2303,PHS,55393.228,44606.772,8512.481
2303,H2,0.0,0.0,0.0
2304,Li-Ion,0.0,0.0,0.0
2304,CAES,0.0,0.0,0.0
2304,PHS,56281.286,43718.714,8844.0974
2304,H2,0.0,0.0,0.0
2305,Li-Ion,0.0,0.0,0.0
2305,CAES,0.0,0.0,0.0
2305,PHS,56895.249,43104.751,10412.934
2305,H2,0.0,0.0,0.0
2306,Li-Ion,0.0,0.0,0.0
2306,CAES,0.0,0.0,0.0
2306,PHS,57415.746,42584.254,13030.643
2306,H2,0.0,0.0,0.0
2307,Li-Ion,0.0,0.0,0.0
2307,CAES,0.0,0.0,0.0
2307,PHS,57735.626,42264.374,16292.953
2307,H2,0.0,0.0,0.0
2308,Li-Ion,0.0,0.0,0.0
2308,CAES,0.0,0.0,0.0
2308,PHS,57930.389,42069.611,19947.737
2308,H2,0.0,0.0,0.0
2309,Li-Ion,0.0,0.0,0.0
2309,CAES,0.0,0.0,0.0
2309,PHS,57899.617,42100.383,23540.511
2309,H2,0.0,0.0,0.0
2310,Li-Ion,0.0,0.0,0.0
2310,CAES,0.0,0.0,0.0
2310,PHS,57823.024,42176.976,26978.94
2310,H2,0.0,0.0,0.0
2311,Li-Ion,0.0,0.0,0.0
2311,CAES,0.0,0.0,0.0
2311,PHS,57446.713,42553.287,29659.05
2311,H2,0.0,0.0,0.0
2312,Li-Ion,0.0,0.0,0.0
2312,CAES,0.0,0.0,0.0
2312,PHS,57213.034,42786.966,31868.267
2312,H2,0.0,0.0,0.0
2313,Li-Ion,0.0,0.0,0.0
2313,CAES,0.0,0.0,0.0
2313,PHS,57195.448,42804.552,34042.044
2313,H2,0.0,0.0,0.0
2314,Li-Ion,0.0,0.0,0.0
2314,CAES,0.0,0.0,0.0
2314,PHS,57232.201,42767.799,36289.884
2314,H2,0.0,0.0,0.0
2315,Li-Ion,0.0,0.0,0.0
2315,CAES,0.0,0.0,0.0
2315,PHS,57248.203,42751.797,38569.97
2315,H2,0.0,0.0,0.0
2316,Li-Ion,0.0,0.0,0.0
2316,CAES,0.0,0.0,0.0
2316,PHS,57466.478,42533.522,41289.911
2316,H2,0.0,0.0,0.0
2317,Li-Ion,0.0,0.0,0.0
2317,CAES,0.0,0.0,0.0
2317,PHS,57478.373,42521.627,44033.821
2317,H2,0.0,0.0,0.0
2318,Li-Ion,0.0,0.0,0.0
2318,CAES,0.0,0.0,0.0
2318,PHS,57437.574,42562.426,46695.515
2318,H2,0.0,0.0,0.0
2319,Li-Ion,0.0,0.0,0.0
2319,CAES,0.0,0.0,0.0
2319,PHS,57291.73,42708.27,49063.314
2319,H2,0.0,0.0,0.0
2320,Li-Ion,0.0,0.0,0.0
2320,CAES,0.0,0.0,0.0
2320,PHS,56611.284,43388.716,50059.921
2320,H2,0.0,0.0,0.0
2321,Li-Ion,0.0,0.0,0.0
2321,CAES,0.0,0.0,0.0
2321,PHS,56120.995,43879.005,50068.531
2321,H2,0.0,0.0,0.0
2322,Li-Ion,0.0,0.0,0.0
2322,CAES,0.0,0.0,0.0
2322,PHS,55396.852,44603.148,48617.894
2322,H2,0.0,0.0,0.0
2323,Li-Ion,0.0,0.0,0.0
2323,CAES,0.0,0.0,0.0
2323,PHS,54531.673,45468.327,45423.802
2323,H2,0.0,0.0,0.0
2324,Li-Ion,0.0,0.0,0.0
2324,CAES,0.0,0.0,0.0
2324,PHS,53615.373,46384.627,40383.243
2324,H2,0.0,0.0,0.0
2325,Li-Ion,0.0,0.0,0.0
2325,CAES,0.0,0.0,0.0
